IP,Identity,User,Timestamp,Request,Status,Size,Referer,User-Agent
185.122.81.100,-,-,22/Jan/2019:16:07:46 +0330,GET /image/64428/productModel/150x150 HTTP/1.1,200,2238,https://www.zanbil.ir/m/product/33722/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A7%D8%B3%D9%86%D9%88%D8%A7-%D9%85%D8%AF%D9%84-COUNTER-S8-2280,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-N920C Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36"
5.114.211.91,-,-,23/Jan/2019:17:36:12 +0330,GET /image/57477/productModel/200x200 HTTP/1.1,200,6483,https://www.zanbil.ir/m/filter/p28609%2Cb219,"Mozilla/5.0 (Linux; Android 7.0; SM-A510F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
5.127.139.246,-,-,25/Jan/2019:12:49:24 +0330,GET /image/62521/productModel/200x200 HTTP/1.1,200,6145,https://www.zanbil.ir/m/filter/b136?page=5,"Mozilla/5.0 (Linux; Android 8.0.0; MHA-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
18.85.22.239,-,-,25/Jan/2019:14:40:53 +0330,GET /product/34146/%D8%B3%D8%A7%D8%B9%D8%AA-%D8%B9%D9%82%D8%B1%D8%A8%D9%87-%D8%A7%DB%8C-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D8%A7%D8%B3%D9%BE%D8%B1%D8%AA-CASIO-%D9%85%D8%AF%D9%84-Casio-Watch-Baby-G-BA-110-7A1DR HTTP/1.1,200,42624,https://www.zanbil.ir/filter?f=p6213&page=0,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0)Gecko/16.0 Firefox/16.0
94.101.140.210,-,-,22/Jan/2019:08:50:04 +0330,GET /image/57114/productModel/100x100 HTTP/1.1,200,2076,"https://www.zanbil.ir/filter/b219,p1392",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
5.115.123.54,-,-,23/Jan/2019:08:07:28 +0330,GET /image/65226/productModel/100x100 HTTP/1.1,200,1911,https://www.zanbil.ir/product/34215/%D9%85%DB%8C%D8%B2-%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D9%85%D8%AA%DB%8C%D9%86-%D9%85%D8%AF%D9%84-R702,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:64.0) Gecko/20100101 Firefox/64.0
207.46.13.180,-,-,22/Jan/2019:14:23:18 +0330,GET /image/26542?name=wfu7010d-b.jpg&wh=max HTTP/1.1,301,178,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
5.9.154.69,-,-,25/Jan/2019:04:58:20 +0330,GET /filter/p8561%2C2028%7C6%20%D8%AA%D8%B1%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA HTTP/1.1,200,29704,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
37.148.84.202,-,-,24/Jan/2019:11:59:10 +0330,GET /static/images/zanbil-kharid.png HTTP/1.1,200,358,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.123.193.161,-,-,24/Jan/2019:00:32:08 +0330,GET /image/1/brand HTTP/1.1,200,3924,https://www.zanbil.ir/m/filter/b130%2Cb144%2Cb36%2Cp6,"Mozilla/5.0 (Linux; Android 6.0.1; P024) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Safari/537.36"
2.178.0.107,-,-,23/Jan/2019:03:00:50 +0330,GET /product/27703/56254/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KAG90AI204 HTTP/1.1,200,42744,https://www.ask.ir/Shop/Product/488980,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
93.126.25.34,-,-,22/Jan/2019:11:06:16 +0330,GET /image/878/brand HTTP/1.1,200,4300,https://www.zanbil.ir/filter/b194,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.119.250.0,-,-,26/Jan/2019:11:34:23 +0330,GET /image/57899/productModel/200x200 HTTP/1.1,200,8615,https://www.zanbil.ir/m/filter/b20%2Cp65,"Mozilla/5.0 (Linux; Android 8.0.0; TA-1032) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
46.100.61.55,-,-,23/Jan/2019:10:04:15 +0330,GET /image/64431/productModel/200x200 HTTP/1.1,200,4227,https://www.zanbil.ir/m/browse/refrigerator-and-freezer/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
2.177.178.13,-,-,22/Jan/2019:19:56:38 +0330,GET /image/56743/productModel/150x150 HTTP/1.1,200,2203,"https://www.zanbil.ir/filter/p2597,b231?page=1","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.78.64.163,-,-,26/Jan/2019:09:51:35 +0330,GET /image/56687/productModel/150x150 HTTP/1.1,200,5390,"https://www.zanbil.ir/filter/p65,b67?o=6313","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
2.176.34.3,-,-,24/Jan/2019:20:51:26 +0330,GET /m/browse/iron HTTP/1.1,200,19695,-,"Mozilla/5.0 (Linux; Android 5.1.1; SM-J3110) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.46 Mobile Safari/537.36"
5.74.57.168,-,-,25/Jan/2019:19:00:53 +0330,GET /m/filter/p62%2Cstexists HTTP/1.1,200,19072,https://www.zanbil.ir/m,"Mozilla/5.0 (Linux; Android 4.2.2; MediaPad X1 7.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Safari/537.36"
5.200.77.59,-,-,25/Jan/2019:11:02:52 +0330,GET /image/8895/specialSale?role=e3 HTTP/1.1,200,11,https://www.zanbil.ir/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 OPR/57.0.3098.116"
188.158.57.161,-,-,25/Jan/2019:02:08:02 +0330,GET /settings/logo HTTP/1.1,200,4120,https://www.zanbil.ir/m/product/28680/57538/%D9%81%D8%B1-%D8%AA%D9%88%DA%A9%D8%A7%D8%B1-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-F28,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_1 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C153 Safari/604.1"
185.4.17.4,-,-,23/Jan/2019:14:11:08 +0330,GET /image/32881?name=debf-2800-11.jpg&wh=max HTTP/1.1,200,15406,https://www.zanbil.ir/product/32881/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-Ultimo-DEBF-2800,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0
5.116.167.83,-,-,22/Jan/2019:12:08:04 +0330,GET /favicon.ico HTTP/1.1,200,0,-,MobileSafari/604.1 CFNetwork/897.15 Darwin/17.5.0
31.2.143.186,-,-,25/Jan/2019:18:02:02 +0330,GET /image/74/brand HTTP/1.1,200,2536,https://www.zanbil.ir/m/browse/tea-maker/%DA%86%D8%A7%DB%8C-%D8%B3%D8%A7%D8%B2,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/69.0.3497.105 Mobile/14F89 Safari/602.1"
178.252.146.42,-,-,26/Jan/2019:09:48:20 +0330,GET /image/64723/productModel/150x150 HTTP/1.1,200,2843,https://www.zanbil.ir/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
5.127.145.44,-,-,25/Jan/2019:22:47:01 +0330,GET /image/61699/productModel/150x150 HTTP/1.1,200,4529,"https://www.zanbil.ir/filter/b1,p62","Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
78.38.123.69,-,-,23/Jan/2019:08:50:14 +0330,GET /image/47618/productModel/150x150 HTTP/1.1,200,4120,https://www.zanbil.ir/browse/art-music/%D9%87%D9%86%D8%B1-%D9%88-%D9%85%D9%88%D8%B3%DB%8C%D9%82%DB%8C,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.78.135.52,-,-,24/Jan/2019:15:10:43 +0330,GET /image/54747/productModel/100x100 HTTP/1.1,200,2121,https://www.zanbil.ir/product/26557/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AF%D8%B1%D8%A8-%D8%A7%D8%B2-%D8%AC%D9%84%D9%88-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-SAMSUNG-J1243-7Kg,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
192.15.13.165,-,-,26/Jan/2019:11:04:08 +0330,GET /image/64644/productModel/200x200 HTTP/1.1,200,6424,https://www.zanbil.ir/m/filter/b67%2Cp65,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.0 Chrome/59.0.3071.125 Mobile Safari/537.36"
45.56.194.222,-,-,23/Jan/2019:13:02:20 +0330,GET /image/31578?name=wqp12-7605v_wh.3.edited.jpg&wh=300x300 HTTP/1.1,200,7321,https://www.zanbil.ir/product/31578/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%87-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-Front-Control-Dishwasher-WQP12-7605V,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
31.56.96.152,-,-,26/Jan/2019:19:14:02 +0330,GET /image/26785/productType/240x180 HTTP/1.1,200,16753,https://www.zanbil.ir/browse/traditional-musical-instruments/%D8%B3%D8%A7%D8%B2%D9%87%D8%A7%DB%8C-%D8%B3%D9%86%D8%AA%DB%8C,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
2.178.172.169,-,-,24/Jan/2019:08:41:33 +0330,GET /image/5878?name=at890-23.jpg&wh=50x50 HTTP/1.1,200,1300,https://www.zanbil.ir/product/5878/6471/%D8%B1%DB%8C%D8%B4-%D8%AA%D8%B1%D8%A7%D8%B4-%D8%AF%D9%88%D8%A7%D8%B1-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-AT890,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2.177.164.228,-,-,25/Jan/2019:09:25:49 +0330,GET /plugins/ckeditor-3.6.2.2/js/ckeditor/lang/fa.js?t=B8DJ5M3 HTTP/1.1,302,0,https://www.zanbil.ir/product/30177/59828/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-Rosso2-Alf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
46.225.47.127,-,-,25/Jan/2019:13:33:46 +0330,GET /image/28154?name=h65-1...jpg&wh=200x200 HTTP/1.1,200,5111,-,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A520F Build/R16NW)
84.241.5.237,-,-,26/Jan/2019:13:21:08 +0330,GET /image/65200/productModel/150x150 HTTP/1.1,200,2787,https://www.zanbil.ir/filter/p51?page=5,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3446.0 Safari/537.36"
66.249.66.91,-,-,26/Jan/2019:20:13:20 +0330,GET /static/images/amp/telegram.png HTTP/1.1,304,0,-,Googlebot-Image/1.0
5.115.68.127,-,-,23/Jan/2019:16:36:34 +0330,GET /image/64193/productModel/200x200 HTTP/1.1,200,5893,https://www.zanbil.ir/m/filter/b50,"Mozilla/5.0 (Linux; Android 4.3; C2005 Build/15.5.A.1.5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36"
5.233.180.112,-,-,25/Jan/2019:11:52:18 +0330,GET /image/60760/productModel/200x200 HTTP/1.1,200,4116,https://www.zanbil.ir/m/filter/b2%2Cp7,"Mozilla/5.0 (Linux; Android 4.4.2; HUAWEI P6-U06 Build/HuaweiP6-U06) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36"
5.113.162.148,-,-,23/Jan/2019:08:54:33 +0330,GET /image/4/productType/120x90 HTTP/1.1,200,10857,https://www.zanbil.ir/m/product/27797/56389/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AF%D8%B1%D8%A8-%D8%A7%D8%B2-%D8%AC%D9%84%D9%88-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-Q1473-S,"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-A300H Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Mobile Safari/537.36"
5.160.157.20,-,-,22/Jan/2019:18:54:28 +0330,"GET /filter?f=p62,b67&o=b HTTP/1.1",301,178,-,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
5.78.128.11,-,-,25/Jan/2019:13:46:49 +0330,GET /image/180/brand HTTP/1.1,200,2566,https://www.zanbil.ir/filter/b113,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
46.224.155.189,-,-,25/Jan/2019:17:40:43 +0330,GET /image/987/mainSlideMobile HTTP/1.1,200,73012,https://www.zanbil.ir/m/browse/tv/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
195.146.61.6,-,-,23/Jan/2019:17:01:43 +0330,GET /product/28629/57485/%D9%81%D8%B1-%D8%AA%D9%88%DA%A9%D8%A7%D8%B1-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-F6 HTTP/1.1,200,42515,https://www.zanbil.ir/filter/p28609%2Crf10000000%2Crt20000000%2Cstexists%2Cv1%7C%D8%A7%D8%B3%D8%AA%DB%8C%D9%84.,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.219.60.208,-,-,23/Jan/2019:12:08:45 +0330,GET /image/57134/productModel/100x100 HTTP/1.1,200,2132,https://www.zanbil.ir/browse/cooktop/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
40.77.167.131,-,-,23/Jan/2019:05:32:51 +0330,"GET /filter/b656,b703,b845 HTTP/1.1",200,36947,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
5.201.194.146,-,-,23/Jan/2019:09:43:09 +0330,GET /image/900/brand HTTP/1.1,200,4424,https://www.zanbil.ir/browse/home-appliances/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
37.254.226.72,-,-,25/Jan/2019:21:35:12 +0330,GET /image/816/mainSlide HTTP/1.1,200,91731,https://www.google.com/,"Mozilla/5.0 (Linux; Android 5.1; Elite 5 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.68 Mobile Safari/537.36"
66.249.66.92,-,-,25/Jan/2019:22:06:11 +0330,GET /static/css/font/wyekan/font.woff HTTP/1.1,304,0,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.93,-,-,26/Jan/2019:20:23:13 +0330,GET /image/6270/productModel/150x150 HTTP/1.1,200,3874,-,Googlebot-Image/1.0
84.241.4.177,-,-,24/Jan/2019:11:17:56 +0330,"POST /ajaxFilter/p59,b111 HTTP/1.1",200,3316,"https://www.zanbil.ir/filter/p59,b82,b111","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
31.58.6.133,-,-,25/Jan/2019:11:12:17 +0330,GET /static/images/third-party/footer.png HTTP/1.1,200,56076,https://www.zanbil.ir/article/998/%DA%A9%D8%A7%D8%B1%D8%AA-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-SD-%DA%86%DB%8C%D8%B3%D8%AA%D8%9F,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.238.213.201,-,-,24/Jan/2019:15:35:23 +0330,GET /image/5686/productType/120x90 HTTP/1.1,200,11576,https://www.zanbil.ir/product/5696/%D8%B1%DB%8C%D8%B4-%D8%AA%D8%B1%D8%A7%D8%B4-%D9%86%D9%88%D8%B3%D8%A7%D9%86%DB%8C-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-Panasonic-Shaver-ES-ST25,Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0
77.238.115.144,-,-,26/Jan/2019:20:27:38 +0330,GET /image/61076/productModel/150x150 HTTP/1.1,200,3770,https://www.zanbil.ir/filter/p6?page=2,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
5.113.197.85,-,-,26/Jan/2019:00:05:46 +0330,GET /image/57605/productModel/200x200 HTTP/1.1,200,3422,https://www.zanbil.ir/m/browse/refrigerator-and-freezer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"
188.158.209.66,-,-,23/Jan/2019:10:58:15 +0330,GET /static/images/zanbil-kharid.png HTTP/1.1,200,358,https://znbl.ir/static/bundle-bundle_site_head.css,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:64.0) Gecko/20100101 Firefox/64.0
69.194.74.243,-,-,25/Jan/2019:01:13:32 +0330,GET /image/59665/productModel/200x200 HTTP/1.1,200,5494,https://www.zanbil.ir/m/browse/vacuum-cleaner/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C,"Mozilla/5.0 (Linux; Android 7.0; SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
31.56.99.182,-,-,23/Jan/2019:13:19:42 +0330,GET /apple-touch-icon-precomposed.png HTTP/1.1,404,392,-,MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0
5.113.225.251,-,-,24/Jan/2019:13:40:27 +0330,GET /image/58761/productModel/200x200 HTTP/1.1,200,5785,https://www.zanbil.ir/m/filter/b8%2Cp6,"Mozilla/5.0 (Linux; Android 4.4.4; HUAWEI Y550-L01 Build/HuaweiY550-L01) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36"
2.178.116.228,-,-,24/Jan/2019:12:36:41 +0330,POST /site/productPrice HTTP/1.1,200,719,https://www.zanbil.ir/product/27456/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AF%D8%B1%D8%A8-%D8%A7%D8%B2-%D8%AC%D9%84%D9%88-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-SAMSUNG-Q1469-8Kg,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
5.238.162.53,-,-,23/Jan/2019:11:46:17 +0330,GET /image/261/brand HTTP/1.1,200,2095,https://www.zanbil.ir/filter/p3%2Cb2,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
5.117.128.91,-,-,25/Jan/2019:19:30:37 +0330,POST /site/productCard HTTP/1.1,200,1031,https://www.zanbil.ir/product/30321/59999/%D8%A2%D8%A8%D8%B3%D8%B1%D8%AF%DA%A9%D9%86-%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%87-%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D8%AF%D8%A7%D8%B1-%D8%A7%DB%8C%D8%B3%D8%AA%DA%A9%D9%88%D9%84-%D9%85%D8%AF%D9%84-TM-RW410,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
66.249.66.91,-,-,26/Jan/2019:12:44:26 +0330,GET /static/images/guarantees/support.png HTTP/1.1,200,6454,-,Googlebot-Image/1.0
17.58.102.43,-,-,25/Jan/2019:09:49:09 +0330,GET /filter/b211%2Cb502%2Cb214%2Cb389%2Cb335%2Cb554%2Cb265%2Cb549%2Cb142%2Cb487%2Cb153%2Cb579%2Cb428%2Cb412%2Cb353%2Cb307%2Cb742%2Cb95 HTTP/1.1,200,37587,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)"
213.207.196.59,-,-,23/Jan/2019:13:08:07 +0330,GET /image/703/brand HTTP/1.1,200,3223,"https://www.zanbil.ir/filter/telephone,rf2550000,rt30900000","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
2.190.31.145,-,-,24/Jan/2019:19:12:03 +0330,GET /image/59285/productModel/200x200 HTTP/1.1,200,3972,https://www.zanbil.ir/m/filter/p12786%2Ct460%2Cb648%2Cb656?page=2,"Mozilla/5.0 (Linux; Android 6.0; Lenovo PB2-650M Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.119 Mobile Safari/537.36 ACHEETAHI/1"
2.187.89.231,-,-,26/Jan/2019:15:07:59 +0330,GET /image/34185?name=mfp-m130a-2.jpg&wh=50x50 HTTP/1.1,200,1090,https://www.zanbil.ir/product/34185/65157/%D8%B3%D9%87-%DA%A9%D8%A7%D8%B1%D9%87-%28-%D9%BE%D8%B1%DB%8C%D9%86%D8%AA%D8%B1%D8%8C-%D8%A7%D8%B3%DA%A9%D9%86%D8%B1%D8%8C-%DA%A9%D9%BE%DB%8C-%29-%D9%84%DB%8C%D8%B2%D8%B1%DB%8C-hp-%D9%85%D8%AF%D9%84-MFP-M130A,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
5.196.79.173,-,-,24/Jan/2019:23:33:06 +0330,GET /image/33888?name=model-b2048u-1-.jpg&wh=200x200 HTTP/1.1,200,3975,-,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-J710F Build/NRD90M)
5.122.99.158,-,-,22/Jan/2019:13:09:16 +0330,GET /static/images/guarantees/bestPrice.png HTTP/1.1,200,7356,https://www.zanbil.ir/m/browse/inlay/%D8%AE%D8%A7%D8%AA%D9%85-%DA%A9%D8%A7%D8%B1%DB%8C,Mozilla/5.0 (Android 4.4.4; Mobile; rv:61.0) Gecko/61.0 Firefox/61.0
46.34.104.84,-,-,23/Jan/2019:16:15:53 +0330,GET /image/11671/productType/240x180 HTTP/1.1,200,17046,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
37.152.181.5,-,-,23/Jan/2019:11:09:53 +0330,GET /site/alexaGooleAnalitic HTTP/1.1,200,323,https://www.zanbil.ir/basket/checkout,Mozilla/5.0 (Windows NT 6.1; rv:56.0) Gecko/20100101 Firefox/56.0
